x	y1	y2	y3	y4	y5
0.93	5.16E-05	0.091222019	0.258880547	0.426539074	0.517709519
0.94	4.36E-05	0.089051337	0.256471294	0.423891252	0.512899011
0.95	3.68E-05	0.086916716	0.254059056	0.421201397	0.508081352
0.96	3.10E-05	0.084818037	0.251644341	0.418470645	0.503257721
0.97	2.60E-05	0.082755168	0.249227652	0.415700137	0.498429272
0.98	2.19E-05	0.080727958	0.246809491	0.412891023	0.493597126
0.99	1.83E-05	0.078736246	0.244390351	0.410044456	0.488762385
1	1.53E-05	0.076779853	0.241970725	0.407161596	0.483926122
1.01	1.28E-05	0.07485859	0.239551098	0.404243606	0.479089391
1.02	1.07E-05	0.072972251	0.237131952	0.401291653	0.474253225
1.03	8.89E-06	0.071120619	0.234713764	0.398306909	0.469418635
1.04	7.39E-06	0.069303465	0.232297005	0.395290544	0.464586617
1.05	6.14E-06	0.067520549	0.229882141	0.392243733	0.459758145
1.06	5.08E-06	0.065771616	0.227469632	0.389167649	0.454934181
1.07	4.21E-06	0.064056403	0.225059935	0.386063467	0.450115664
1.08	3.47E-06	0.062374637	0.222653499	0.382932361	0.445303523
1.09	2.86E-06	0.060726031	0.220250767	0.379775502	0.440498669
1.1	2.36E-06	0.059110293	0.217852177	0.376594061	0.435701996
1.11	1.94E-06	0.057527119	0.215458162	0.373389204	0.430914385
1.12	1.59E-06	0.055976197	0.213069147	0.370162096	0.426136703
1.13	1.30E-06	0.054457206	0.210685552	0.366913898	0.421369801
1.14	1.07E-06	0.052969817	0.20830779	0.363645763	0.416614515
1.15	8.70E-07	0.051513695	0.205936269	0.360358842	0.411871667
1.16	7.09E-07	0.050088497	0.203571388	0.35705428	0.407142067
1.17	5.77E-07	0.048693872	0.201213543	0.353733213	0.402426508
1.18	4.69E-07	0.047329465	0.198863119	0.350396774	0.39772577
1.19	3.80E-07	0.045994914	0.196520499	0.347046084	0.393040617
1.2	3.08E-07	0.044689851	0.194186055	0.343682259	0.388371802
1.21	2.49E-07	0.043413903	0.191860155	0.340306406	0.38372006
1.22	2.01E-07	0.042166695	0.189543158	0.336919621	0.379086115
1.23	1.62E-07	0.040947844	0.187235418	0.333522992	0.374470674
1.24	1.30E-07	0.039756965	0.184937281	0.330117597	0.369874432
1.25	1.05E-07	0.038593669	0.182649085	0.326704502	0.365298066
1.26	8.40E-08	0.037457564	0.180371163	0.323284762	0.360742242
1.27	6.72E-08	0.036348256	0.178103839	0.319859422	0.356207611
1.28	5.37E-08	0.035265347	0.17584743	0.316429514	0.351694807
1.29	4.29E-08	0.034208437	0.173602247	0.312996057	0.347204451
1.3	3.42E-08	0.033177126	0.171368592	0.309560059	0.34273715
1.31	2.72E-08	0.03217101	0.169146761	0.306122512	0.338293495
1.32	2.16E-08	0.031189685	0.166937042	0.302684398	0.333874062
1.33	1.71E-08	0.030232748	0.164739715	0.299246683	0.329479414
1.34	1.35E-08	0.029299792	0.162555055	0.295810318	0.325110097
1.35	1.07E-08	0.028390412	0.160383327	0.292376242	0.320766644
1.36	8.43E-09	0.027504203	0.15822479	0.288945377	0.316449572
1.37	6.64E-09	0.02664076	0.156079696	0.285518631	0.312159384
1.38	5.22E-09	0.025799677	0.153948287	0.282096897	0.307896568
1.39	4.10E-09	0.024980551	0.1518308	0.27868105	0.303661597
1.4	3.21E-09	0.02418298	0.149727466	0.275271951	0.299454928
1.41	2.51E-09	0.023406562	0.147638504	0.271870447	0.295277006
1.42	1.96E-09	0.022650897	0.14556413	0.268477363	0.291128258
1.43	1.53E-09	0.021915587	0.143504551	0.265093514	0.2870091
1.44	1.19E-09	0.021200237	0.141459965	0.261719693	0.282919929
1.45	9.25E-10	0.020504453	0.139430566	0.25835668	0.278861132
1.46	7.17E-10	0.019827843	0.137416539	0.255005236	0.274833078
1.47	5.56E-10	0.019170018	0.135418062	0.251666105	0.270836123
1.48	4.30E-10	0.018530594	0.133435304	0.248340014	0.266870607
1.49	3.32E-10	0.017909186	0.13146843	0.245027673	0.262936859
1.5	2.56E-10	0.017305416	0.129517596	0.241729775	0.259035191
1.51	1.97E-10	0.016718907	0.127582951	0.238446994	0.255165901
1.52	1.51E-10	0.016149285	0.125664637	0.235179989	0.251329273
1.53	1.16E-10	0.015596182	0.12376279	0.231929397	0.247525579
1.54	8.87E-11	0.015059232	0.121877537	0.228695843	0.243755074
1.55	6.78E-11	0.014538072	0.120009001	0.225479929	0.240018001
1.56	5.17E-11	0.014032346	0.118157295	0.222282244	0.23631459
1.57	3.94E-11	0.0135417	0.116322528	0.219103356	0.232645056
1.58	3.00E-11	0.013065784	0.1145048	0.215943817	0.2290096
1.59	2.27E-11	0.012604253	0.112704207	0.21280416	0.225408413
1.6	1.72E-11	0.012156766	0.110920835	0.209684903	0.221841669
1.61	1.30E-11	0.011722988	0.109154766	0.206586544	0.218309532
1.62	9.85E-12	0.011302586	0.107406075	0.203509564	0.21481215
1.63	7.43E-12	0.010895233	0.105674831	0.200454428	0.211349662
1.64	5.59E-12	0.010500608	0.103961095	0.197421583	0.207922191
1.65	4.20E-12	0.010118392	0.102264925	0.194411457	0.204529849
1.66	3.16E-12	0.009748273	0.100586368	0.191424464	0.201172737
1.67	2.36E-12	0.009389943	0.098925471	0.188460999	0.197850941
1.68	1.77E-12	0.009043099	0.097282269	0.18552144	0.194564539
1.69	1.32E-12	0.008707443	0.095656796	0.18260615	0.191313592
1.7	9.84E-13	0.008382681	0.094049077	0.179715473	0.188098155
1.71	7.32E-13	0.008068527	0.092459133	0.17684974	0.184918267
1.72	5.44E-13	0.007764697	0.090886979	0.174009262	0.181773958
1.73	4.03E-13	0.007470912	0.089332623	0.171194335	0.178665247
1.74	2.99E-13	0.0071869	0.087796071	0.168405241	0.175592141
1.75	2.21E-13	0.006912393	0.086277319	0.165642244	0.172554638
1.76	1.63E-13	0.006647129	0.084776361	0.162905594	0.169552723
1.77	1.20E-13	0.006390848	0.083293186	0.160195524	0.166586372
1.78	8.83E-14	0.006143299	0.081827776	0.157512253	0.163655552
1.79	6.48E-14	0.005904233	0.080380109	0.154855985	0.160760218
1.8	4.75E-14	0.005673409	0.078950158	0.152226908	0.157900317
1.81	3.48E-14	0.005450587	0.077537892	0.149625197	0.155075784
1.82	2.54E-14	0.005235536	0.076143274	0.147051012	0.152286547
1.83	1.85E-14	0.005028027	0.074766262	0.144504498	0.149532525
1.84	1.35E-14	0.004827837	0.073406813	0.141985788	0.146813625
1.85	9.81E-15	0.004634748	0.072064874	0.139495001	0.144129749
1.86	7.12E-15	0.004448547	0.070740393	0.13703224	0.141480787
1.87	5.16E-15	0.004269025	0.069433312	0.134597598	0.138866623
1.88	3.73E-15	0.004095979	0.068143566	0.132191153	0.136287132
1.89	2.70E-15	0.003929209	0.066871091	0.129812972	0.133742181
1.9	1.94E-15	0.003768521	0.065615815	0.127463109	0.13123163
1.91	1.40E-15	0.003613725	0.064377664	0.125141603	0.128755329
1.92	1.00E-15	0.003464636	0.063156561	0.122848487	0.126313123
1.93	7.21E-16	0.003321074	0.061952425	0.120583776	0.123904849
1.94	5.16E-16	0.003182861	0.060765169	0.118347477	0.121530338
1.95	3.69E-16	0.003049826	0.059594706	0.116139586	0.119189412
1.96	2.63E-16	0.002921801	0.058440944	0.113960087	0.116881889
1.97	1.88E-16	0.002798624	0.057303789	0.111808954	0.114607578
1.98	1.33E-16	0.002680134	0.056183142	0.10968615	0.112366284
1.99	9.48E-17	0.002566178	0.055078902	0.107591627	0.110157805
2	6.72E-17	0.002456603	0.053990967	0.10552533	0.107981933
2.01	4.75E-17	0.002351264	0.052919228	0.103487191	0.105838455
2.02	3.36E-17	0.002250018	0.051863577	0.101477136	0.103727153
2.03	2.37E-17	0.002152725	0.050823901	0.099495078	0.101647803
2.04	1.67E-17	0.00205925	0.049800088	0.097540926	0.099600175
2.05	1.17E-17	0.001969462	0.048792019	0.095614575	0.097584037
2.06	8.23E-18	0.001883234	0.047799575	0.093715916	0.09559915
2.07	5.77E-18	0.00180044	0.046822635	0.09184483	0.093645271
2.08	4.03E-18	0.001720961	0.045861076	0.090001191	0.091722153
2.09	2.82E-18	0.00164468	0.044914772	0.088184865	0.089829545
2.1	1.96E-18	0.001571483	0.043983596	0.086395709	0.087967192
2.11	1.37E-18	0.001501259	0.043067418	0.084633576	0.086134836
2.12	9.50E-19	0.001433903	0.042166107	0.082898311	0.084332214
2.13	6.59E-19	0.001369309	0.04127953	0.081189752	0.082559061
2.14	4.56E-19	0.001307377	0.040407554	0.079507731	0.080815108
2.15	3.15E-19	0.00124801	0.039550042	0.077852073	0.079100083
2.16	2.18E-19	0.001191113	0.038706856	0.076222599	0.077413712
2.17	1.50E-19	0.001136595	0.037877859	0.074619123	0.075755718
2.18	1.03E-19	0.001084367	0.03706291	0.073041454	0.07412582
2.19	7.08E-20	0.001034342	0.036261869	0.071489396	0.072523738
2.2	4.85E-20	0.000986438	0.035474593	0.069962747	0.070949186
2.21	3.32E-20	0.000940575	0.034700939	0.068461303	0.069401878
2.22	2.27E-20	0.000896673	0.033940763	0.066984853	0.067881526
2.23	1.55E-20	0.000854659	0.033193921	0.065533183	0.066387841
2.24	1.05E-20	0.000814458	0.032460266	0.064106073	0.064920531
2.25	7.16E-21	0.000776001	0.031739652	0.062703303	0.063479304
2.26	4.86E-21	0.000739219	0.031031932	0.061324645	0.062063864
2.27	3.29E-21	0.000704048	0.030336959	0.059969871	0.060673918
2.28	2.23E-21	0.000670422	0.029654585	0.058638748	0.05930917
2.29	1.50E-21	0.00063828	0.028984661	0.057331041	0.057969321
2.3	1.01E-21	0.000607565	0.028327038	0.056046511	0.056654075
2.31	6.82E-22	0.000578217	0.027681567	0.054784917	0.055363134
2.32	4.58E-22	0.000550182	0.0270481	0.053546017	0.054096199
2.33	3.07E-22	0.000523407	0.026426485	0.052329564	0.052852971
2.34	2.06E-22	0.00049784	0.025816575	0.051135311	0.051633151
2.35	1.38E-22	0.000473432	0.02521822	0.049963008	0.05043644
2.36	9.18E-23	0.000450135	0.024631269	0.048812404	0.049262539
2.37	6.12E-23	0.000427903	0.024055574	0.047683246	0.048111148
2.38	4.07E-23	0.000406691	0.023490985	0.04657528	0.046981971
2.39	2.70E-23	0.000386457	0.022937354	0.04548825	0.045874707
2.4	1.79E-23	0.00036716	0.02239453	0.044421901	0.044789061
2.41	1.18E-23	0.00034876	0.021862367	0.043375974	0.043724734
2.42	7.83E-24	0.000331219	0.021340715	0.042350211	0.04268143
2.43	5.16E-24	0.0003145	0.020829427	0.041344354	0.041658854
2.44	3.40E-24	0.000298568	0.020328356	0.040358144	0.040656711
2.45	2.23E-24	0.000283389	0.019837354	0.03939132	0.039674709
2.46	1.47E-24	0.00026893	0.019356277	0.038443623	0.038712553
2.47	9.60E-25	0.000255161	0.018884977	0.037514794	0.037769954
2.48	6.28E-25	0.00024205	0.018423311	0.036604571	0.036846621
2.49	4.10E-25	0.000229569	0.017971133	0.035712697	0.035942266
2.5	2.67E-25	0.00021769	0.0175283	0.034838911	0.035056601
2.51	1.74E-25	0.000206386	0.01709467	0.033982955	0.034189341
2.52	1.13E-25	0.000195632	0.016670101	0.03314457	0.033340202
2.53	7.32E-26	0.000185402	0.01625445	0.032323499	0.032508901
2.54	4.74E-26	0.000175674	0.015847579	0.031519484	0.031695158
2.55	3.06E-26	0.000166425	0.015449347	0.030732269	0.030898694
2.56	1.98E-26	0.000157632	0.015059616	0.0299616	0.030119233
2.57	1.27E-26	0.000149276	0.014678249	0.029207223	0.029356498
2.58	8.19E-27	0.000141335	0.014305109	0.028468883	0.028610218
2.59	5.25E-27	0.000133791	0.013940061	0.02774633	0.027880121
2.6	3.37E-27	0.000126626	0.013582969	0.027039313	0.027165938
2.61	2.15E-27	0.000119821	0.013233702	0.026347583	0.026467404
2.62	1.38E-27	0.00011336	0.012892126	0.025670892	0.025784252
2.63	8.77E-28	0.000107227	0.012558111	0.025008995	0.025116222
2.64	5.59E-28	0.000101407	0.012231526	0.024361646	0.024463053
2.65	3.55E-28	9.59E-05	0.011912244	0.023728603	0.023824487
2.66	2.25E-28	9.06E-05	0.011600135	0.023109626	0.02320027
2.67	1.43E-28	8.57E-05	0.011295075	0.022504474	0.022590149
2.68	9.02E-29	8.10E-05	0.010996937	0.021912911	0.021993873
2.69	5.69E-29	7.65E-05	0.010705598	0.021334702	0.021411195
2.7	3.59E-29	7.23E-05	0.010420935	0.020769611	0.02084187
2.71	2.26E-29	6.82E-05	0.010142827	0.02021741	0.020285654
2.72	1.42E-29	6.44E-05	0.009871154	0.019677867	0.019742308
2.73	8.88E-30	6.08E-05	0.009605797	0.019150756	0.019211594
2.74	5.56E-30	5.74E-05	0.009346638	0.018635852	0.018693277
2.75	3.47E-30	5.42E-05	0.009093563	0.018132932	0.018187125
2.76	2.17E-30	5.11E-05	0.008846454	0.017641775	0.017692909
2.77	1.35E-30	4.82E-05	0.008605201	0.017162164	0.017210401
2.78	8.39E-31	4.55E-05	0.008369689	0.016693882	0.016739378
2.79	5.21E-31	4.29E-05	0.008139809	0.016236715	0.016279618
2.8	3.23E-31	4.05E-05	0.007915452	0.015790453	0.015830903
2.81	2.00E-31	3.81E-05	0.007696508	0.015354887	0.015393016
2.82	1.23E-31	3.59E-05	0.007482873	0.01492981	0.014965745
2.83	7.60E-32	3.39E-05	0.007274439	0.014515018	0.014548879
2.84	4.68E-32	3.19E-05	0.007071105	0.01411031	0.01414221
2.85	2.87E-32	3.00E-05	0.006872767	0.013715486	0.013745533
2.86	1.76E-32	2.83E-05	0.006679324	0.013330351	0.013358647
2.87	1.08E-32	2.66E-05	0.006490676	0.01295471	0.012981353
2.88	6.60E-33	2.51E-05	0.006306726	0.012588373	0.012613453
2.89	4.03E-33	2.36E-05	0.006127377	0.012231149	0.012254754
2.9	2.45E-33	2.22E-05	0.005952532	0.011882852	0.011905065
2.91	1.49E-33	2.09E-05	0.005782099	0.0115433	0.011564198
2.92	9.06E-34	1.97E-05	0.005615984	0.011212309	0.011231967
2.93	5.49E-34	1.85E-05	0.005454095	0.010889703	0.01090819
2.94	3.32E-34	1.74E-05	0.005296344	0.010575304	0.010592688
2.95	2.01E-34	1.63E-05	0.005142641	0.01026894	0.010285282
2.96	1.21E-34	1.54E-05	0.004992899	0.009970438	0.009985798
2.97	7.29E-35	1.44E-05	0.004847033	0.009679631	0.009694066
2.98	4.38E-35	1.36E-05	0.004704958	0.009396353	0.009409915
2.99	2.63E-35	1.27E-05	0.00456659	0.00912044	0.00913318
3	1.57E-35	1.20E-05	0.004431848	0.008851732	0.008863697
3.01	9.42E-36	1.12E-05	0.004300652	0.00859007	0.008601305
